height,width,sxx,sxy,syy,sdrop,mud,dc,label,height_width_ratio,normal_stress_diff,friction_product,stress_ratio,static_dynamic_friction_diff,stress_diff_dynamic_strength,normalized_dc,data_type
0.023336,1.457125,-22.550189,9.093627,-18.179693,0.460502,0.332034,0.365495,1.0,,,,,,,,train
0.160828,1.631332,-180.810817,42.466692,-145.563926,0.280013,0.422477,0.325583,1.0,,,,,,,,train
0.128673,1.949386,-108.870936,44.1196,-141.175078,0.275899,0.303847,0.427512,0.0,,,,,,,,train
0.041211,1.095758,-11.999176,7.359858,-12.83086,0.561264,0.202573,0.385942,0.0,,,,,,,,train
0.015397,1.996105,-135.087353,51.651939,-148.603659,0.335756,0.206725,0.436035,0.0,,,,,,,,train
0.127013,1.756911,-49.299643,18.299749,-51.083014,0.334108,0.424138,0.362411,1.0,,,,,,,,train
0.027265,1.365961,-96.00747500000001,30.161426,-91.389256,0.259348,0.509023,0.309714,0.0,,,,,,,,train
0.069334,1.189621,-114.013214,25.484272,-94.192737,0.255064,0.245826,0.2717,0.0,,,,,,,,train
0.107779,1.637979,-16.068829,11.284434,-20.027802,0.527737,0.261394,0.494041,1.0,,,,,,,,train
0.071973,1.374967,-131.25151,69.584076,-115.748109,0.587103,0.205128,0.437995,0.0,,,,,,,,train
0.150302,1.887995,-33.783078,23.762928,-41.845489,0.540018,0.204009,0.390949,0.0,,,,,,,,train
0.123672,1.962916,-37.523506,10.535766,-31.331353,0.309831,0.369405,0.493342,0.0,,,,,,,,train
0.024975,1.718691,-50.425178,25.536853,-54.991719,0.437448,0.280389,0.380474,1.0,,,,,,,,train
0.005779,1.450917,-11.633777,2.873054,-10.518929,0.244837,0.276415,0.3228,1.0,,,,,,,,train
0.030704,1.875423,-31.371678,12.824847,-40.018343,0.313345,0.227551,0.504062,1.0,,,,,,,,train
0.101444,1.144232,-32.501022,17.234021,-29.038563,0.581787,0.200352,0.446349,1.0,,,,,,,,train
0.098026,1.780133,-63.176215,22.873738,-52.397518,0.416787,0.205948,0.337232,0.0,,,,,,,,train
0.015952,1.306331,-96.773344,24.672413,-81.106278,0.283684,0.299645,0.446189,0.0,,,,,,,,train
0.100309,1.232465,-155.429349,51.169818,-132.798368,0.354871,0.289252,0.36743,0.0,,,,,,,,train
0.109931,1.281973,-71.319866,33.085939,-72.81587799999998,0.435335,0.355078,0.409885,0.0,,,,,,,,train
0.145338,1.819567,-44.951993,12.456549,-46.460242,0.252727,0.382604,0.488413,0.0,,,,,,,,train
0.104239,1.441976,-49.565173,27.609285,-50.648705,0.539356,0.256908,0.353409,0.0,,,,,,,,train
0.019928,1.112398,-31.988884,20.494829,-41.933633,0.464487,0.298532,0.415189,0.0,,,,,,,,train
0.097157,1.974321,-134.203015,34.47681,-118.742178,0.248326,0.343061,0.393258,1.0,,,,,,,,train
0.078653,1.442223,-160.798511,59.03975,-131.656887,0.43377,0.215923,0.48304,0.0,,,,,,,,train
0.14535,1.676161,-114.838963,85.43902099999998,-151.117852,0.541167,0.241782,0.390068,0.0,,,,,,,,train
0.058437,1.415913,-60.758719,41.462064,-73.97056999999998,0.544218,0.248974,0.439918,1.0,,,,,,,,train
0.11376,1.276901,-81.020142,35.161441,-86.14249599999998,0.401625,0.218823,0.423022,1.0,,,,,,,,train
0.020338,1.63457,-111.199013,39.913286,-89.302643,0.417909,0.367939,0.432884,0.0,,,,,,,,train
0.083627,1.588725,-116.014878,52.275088,-123.523133,0.377605,0.321549,0.334637,1.0,,,,,,,,train
0.069692,1.247657,-144.639591,36.607339,-130.906065,0.250188,0.215354,0.412559,0.0,,,,,,,,train
0.031207,1.755912,-153.507226,32.494222,-123.254058,0.255404,0.241273,0.359873,0.0,,,,,,,,train
0.103496,1.682783,-48.495176,25.801792,-45.523694,0.532226,0.239761,0.477953,1.0,,,,,,,,train
0.101195,1.377785,-25.633958,11.347269,-29.959363,0.371539,0.322996,0.407451,1.0,,,,,,,,train
0.08672399999999998,1.289577,-183.029808,49.034619,-146.475641,0.27653,0.399601,0.509225,1.0,,,,,,,,train
0.104283,1.486987,-15.421209,7.900978,-16.960008,0.4513,0.344541,0.348813,0.0,,,,,,,,train
0.091548,1.350711,-124.59786,66.898657,-112.958431,0.581372,0.214975,0.372582,0.0,,,,,,,,train
0.161331,1.724774,-123.592454,43.37023,-144.831269,0.248109,0.460584,0.441253,0.0,,,,,,,,train
0.039115,1.062915,-20.394768,7.858577999999999,-21.620612,0.35405,0.244768,0.406155,0.0,,,,,,,,train
0.057472,1.580288,-150.439437,58.505028,-148.577079,0.384487,0.2098,0.385553,0.0,,,,,,,,train
0.034645,1.221393,-82.72407699999998,25.899034,-80.65652099999998,0.271441,0.437883,0.419371,0.0,,,,,,,,train
0.183192,1.834012,-93.07873300000001,43.982863,-100.031835,0.396459,0.370392,0.389855,0.0,,,,,,,,train
0.070241,1.638937,-45.852635,13.731484,-46.488435,0.269148,0.279469,0.345669,0.0,,,,,,,,train
0.029087,1.161809,-110.077653,60.302448,-127.363249,0.441317,0.349718,0.493796,0.0,,,,,,,,train
0.028244,1.856845,-34.034508,11.97115,-40.574321,0.266893,0.217925,0.414158,1.0,,,,,,,,train
0.081946,1.142932,-14.838031,6.756935,-14.674767,0.455788,0.215698,0.377103,1.0,,,,,,,,train
0.014823,1.043563,-156.880562,70.672107,-126.361316,0.550312,0.202037,0.435859,0.0,,,,,,,,train
0.060473,1.097375,-61.451764,17.424677,-59.968787,0.218861,0.54015,0.286096,0.0,,,,,,,,train
0.075564,1.429646,-91.742087,64.895585,-104.981654,0.597554,0.200709,0.346921,0.0,,,,,,,,train
0.098488,1.608387,-54.381322,29.692321,-63.201368,0.42606,0.305478,0.347854,0.0,,,,,,,,train
0.050691,1.183532,-172.782757,36.352736,-139.507865,0.24445,0.223402,0.400348,1.0,,,,,,,,train
0.030883,1.961688,-77.000743,37.579046,-102.124842,0.356161,0.265279,0.360187,0.0,,,,,,,,train
0.037542,1.386409,-190.782147,91.473322,-159.409651,0.56121,0.232397,0.33896,0.0,,,,,,,,train
0.133822,1.507163,-26.706415,10.552085,-34.003258,0.269476,0.463218,0.399285,0.0,,,,,,,,train
0.155936,1.586717,-83.929488,17.788329,-73.90678599999998,0.207477,0.268399,0.43546,0.0,,,,,,,,train
0.030815,1.102797,-52.664286,20.869858,-58.635055,0.335016,0.403702,0.345898,1.0,,,,,,,,train
0.005351,1.051241,-21.181616,10.913607,-18.42705,0.57465,0.206478,0.407686,0.0,,,,,,,,train
0.005248,1.644499,-83.24228499999998,23.814399,-72.858942,0.27698,0.499982,0.370291,0.0,,,,,,,,train
0.002877,1.916444,-134.576534,47.735026,-124.200279,0.363044,0.226283,0.398652,0.0,,,,,,,,train
0.08498,1.320732,-88.134635,35.44028,-96.303602,0.329936,0.393408,0.410319,0.0,,,,,,,,train
0.042635,1.58747,-52.671936,11.317112,-43.367225,0.223828,0.319792,0.434309,0.0,,,,,,,,train
0.003999,1.452643,-46.10163,32.99517,-53.169235,0.597725,0.200997,0.457584,1.0,,,,,,,,train
0.106745,1.635955,-168.002359,62.25003,-152.62177,0.37351,0.259443,0.422179,0.0,,,,,,,,train
0.152767,1.866421,-145.144272,55.966101,-134.816882,0.392561,0.322069,0.420683,1.0,,,,,,,,train
0.015284,1.541244,-126.539189,42.041582,-107.762228,0.355714,0.241394,0.428818,1.0,,,,,,,,train
0.050575,1.263477,-121.716042,69.296001,-139.521647,0.491487,0.216065,0.418718,0.0,,,,,,,,train
0.02481,1.270006,-120.299295,61.884421,-126.312509,0.470765,0.307688,0.412427,0.0,,,,,,,,train
0.066443,1.886462,-93.171442,32.713615,-92.530362,0.340576,0.320861,0.33144,0.0,,,,,,,,train
0.122816,1.864564,-87.14557499999998,20.953969,-71.083201,0.255285,0.369455,0.43145,0.0,,,,,,,,train
0.165311,1.857921,-48.060323,25.975342,-50.03176,0.513425,0.278298,0.37961,1.0,,,,,,,,train
0.015012,1.002736,-68.648859,22.486561,-56.983149,0.373453,0.345599,0.413949,0.0,,,,,,,,train
0.098849,1.079733,-155.455722,76.41225699999998,-138.951349,0.516126,0.279431,0.367331,0.0,,,,,,,,train
0.070281,1.37369,-85.64199,20.690216,-72.94560799999998,0.22161,0.468425,0.363178,1.0,,,,,,,,train
0.019501,1.050333,-161.481971,38.293659,-130.521452,0.214866,0.571492,0.387786,0.0,,,,,,,,train
0.118987,1.333201,-33.520382,23.440287,-44.154648,0.509324,0.246099,0.459504,1.0,,,,,,,,train
0.045009,1.659255,-142.20936,88.035506,-143.548593,0.591881,0.204303,0.419725,0.0,,,,,,,,train
0.04134,1.033529,-130.029818,70.06316,-142.289415,0.483896,0.25531,0.45521,1.0,,,,,,,,train
0.08409899999999998,1.892429,-101.701719,30.069279,-105.119959,0.259992,0.289676,0.485482,1.0,,,,,,,,train
0.060975,1.767016,-104.035314,54.800989,-116.653683,0.41662,0.365674,0.446204,0.0,,,,,,,,train
0.118354,1.727,-165.671324,66.506999,-137.78967,0.455545,0.233191,0.424022,0.0,,,,,,,,train
0.119592,1.247586,-56.653549,38.66692,-66.779562,0.5744,0.209431,0.372366,0.0,,,,,,,,train
0.024697,1.930785,-81.36418399999998,47.105397,-95.502731,0.46787,0.297687,0.415132,1.0,,,,,,,,train
0.134469,1.753672,-188.574136,46.94748,-155.269321,0.28386,0.242586,0.376409,0.0,,,,,,,,train
0.043981,1.668804,-167.726211,79.015769,-134.609211,0.573187,0.218812,0.316332,0.0,,,,,,,,train
0.152871,1.863853,-57.905574,30.564431,-63.458717,0.437455,0.353509,0.420836,0.0,,,,,,,,train
0.025838,1.736364,-85.65214,42.080769,-84.562944,0.486327,0.30544,0.378391,0.0,,,,,,,,train
0.092104,1.758309,-134.765187,59.446237,-118.491111,0.473134,0.243129,0.38808,0.0,,,,,,,,train
0.065907,1.672704,-123.115824,41.984435,-132.979852,0.296512,0.393472,0.420489,0.0,,,,,,,,train
0.074229,1.185364,-22.749223,15.223731,-26.020019,0.575277,0.215449,0.348364,0.0,,,,,,,,train
0.096828,1.706705,-120.181561,50.655091,-100.892994,0.471491,0.243248,0.38806,0.0,,,,,,,,train
0.066356,1.107369,-73.805735,21.038278,-86.907132,0.200822,0.44606,0.374046,0.0,,,,,,,,train
0.063021,1.574763,-78.36712,59.852604,-98.55960700000001,0.575601,0.222399,0.421381,0.0,,,,,,,,train
0.195712,1.965801,-142.187785,63.205562,-140.900331,0.401769,0.342917,0.317023,0.0,,,,,,,,train
0.077501,1.054154,-77.31276699999998,32.743272,-94.778877,0.320484,0.207166,0.433318,1.0,,,,,,,,train
0.03619,1.710913,-52.295972,21.697125,-58.787701,0.328014,0.322418,0.49673,0.0,,,,,,,,train
0.011471,1.274782,-48.866373,19.688801,-39.288833,0.46619,0.255927,0.282739,0.0,,,,,,,,train
0.081874,1.525689,-37.345338,9.16476,-31.795583,0.263146,0.503398,0.377431,0.0,,,,,,,,train
0.161609,1.759384,-149.563346,81.604839,-143.9566,0.539822,0.207081,0.387337,0.0,,,,,,,,train
0.086189,1.575556,-59.229633,22.640191,-58.431812,0.380335,0.353669,0.424208,1.0,,,,,,,,train
0.056276,1.178495,-27.076117,12.736041,-21.948999,0.569941,0.229471,0.42488,0.0,,,,,,,,train
0.082343,1.963524,-95.065897,66.500554,-113.292212,0.560052,0.230545,0.352353,0.0,,,,,,,,train
0.05324,2.007315,-100.564636,61.32514,-127.438171,0.431896,0.360296,0.433584,0.0,,,,,,,,train
0.131028,1.795187,-106.81172,66.697473,-131.927814,0.500253,0.212014,0.356198,0.0,,,,,,,,train
0.129971,1.545272,-107.050487,41.91724,-87.112987,0.464685,0.259836,0.330618,1.0,,,,,,,,train
0.07725899999999998,1.679021,-47.853086,18.516961,-38.903139,0.448984,0.302164,0.353573,1.0,,,,,,,,train
0.109028,1.941514,-166.350532,61.095134,-146.369213,0.401806,0.25487,0.37925,1.0,,,,,,,,train
0.105651,1.580684,-71.654944,31.133015,-73.846705,0.410446,0.379085,0.384036,0.0,,,,,,,,train
0.045939,1.50754,-162.850631,53.364462,-143.122316,0.355092,0.348928,0.338782,0.0,,,,,,,,train
0.074131,1.882445,-59.233928,31.586726,-74.840974,0.386531,0.244114,0.49861,0.0,,,,,,,,train
0.04482,1.832768,-68.922801,17.427127,-58.730193,0.263092,0.423817,0.397307,1.0,,,,,,,,train
0.037986,1.626199,-176.819463,55.860623,-142.143144,0.367955,0.372824,0.377514,0.0,,,,,,,,train
0.006015,1.367243,-109.47747,50.099342,-89.39017699999998,0.54211,0.234409,0.43876,0.0,,,,,,,,train
0.011569,1.55484,-98.205811,25.590859,-106.838798,0.223404,0.534663,0.469927,1.0,,,,,,,,train
0.058591,1.815761,-51.208014,26.320492,-51.962872,0.483461,0.307638,0.445002,0.0,,,,,,,,train
0.104199,1.622826,-17.919657,5.071862,-15.340159,0.316797,0.326882,0.448964,0.0,,,,,,,,train
0.052656,1.794806,-25.937642,17.455755,-34.480794,0.472804,0.310762,0.457136,1.0,,,,,,,,train
0.166851,1.815168,-10.920574,3.293049,-13.849205,0.218439,0.551491,0.392064,1.0,,,,,,,,train
0.096456,1.256058,-50.724861,25.747565,-62.561496,0.384693,0.248758,0.438702,0.0,,,,,,,,train
0.030163,1.128273,-108.807277,59.112546,-135.41279,0.392458,0.330822,0.389301,1.0,,,,,,,,train
0.078213,1.087212,-98.629115,55.962931,-105.883528,0.502786,0.275015,0.441937,0.0,,,,,,,,train
0.190017,1.957014,-81.29135499999998,20.345671,-76.609294,0.221558,0.428146,0.315569,0.0,,,,,,,,train
0.037032,1.363891,-32.668424,9.67062,-26.614246,0.333988,0.317938,0.400714,0.0,,,,,,,,train
0.039056,1.945348,-88.28891199999998,54.920596,-97.872342,0.524209,0.263509,0.317332,1.0,,,,,,,,train
0.015753,1.956437,-60.511141,17.27202,-56.672594,0.258948,0.486107,0.391762,0.0,,,,,,,,train
0.115696,1.649628,-121.676212,63.199412,-115.637988,0.517487,0.227122,0.504953,0.0,,,,,,,,train
0.053968,1.442343,-60.825374,29.681978,-74.541511,0.363055,0.246462,0.422686,1.0,,,,,,,,train
0.08686299999999998,1.739422,-68.612795,23.475955,-63.177335,0.300024,0.486145,0.485317,0.0,,,,,,,,train
0.056415,1.301582,-116.605525,28.723748,-100.893374,0.245327,0.27343,0.25448,0.0,,,,,,,,train
0.180181,1.948773,-51.314039,24.406074,-41.059071,0.57944,0.204507,0.339762,0.0,,,,,,,,train
0.023925,1.573574,-182.366016,95.828631,-159.710964,0.567278,0.231443,0.529274,1.0,,,,,,,,train
0.107978,1.326788,-107.876406,47.618081,-116.853257,0.376426,0.310643,0.373708,0.0,,,,,,,,train
0.119165,1.409656,-74.095628,28.975062,-96.297981,0.27705,0.405861,0.445451,0.0,,,,,,,,train
0.146166,1.697693,-52.097806,18.380741,-44.698437,0.371126,0.33091,0.404097,1.0,,,,,,,,train
0.109373,1.223935,-122.504568,74.299451,-146.209491,0.491714,0.299006,0.395183,1.0,,,,,,,,train
0.076189,1.166571,-49.717564,22.138944,-52.647123,0.388265,0.377656,0.465824,1.0,,,,,,,,train
0.113848,1.150769,-73.96446799999998,27.916681,-89.78135899999998,0.278512,0.289024,0.349815,0.0,,,,,,,,train
0.056354,1.438668,-111.659715,51.002242,-105.580709,0.431648,0.346637,0.357836,0.0,,,,,,,,train
0.116605,1.749053,-69.23864,49.314103,-91.609824,0.527453,0.231541,0.451885,1.0,,,,,,,,train
0.144386,1.559842,-75.082265,40.472946,-71.623991,0.543785,0.203061,0.429444,1.0,,,,,,,,train
0.096481,1.420188,-143.51491,71.103776,-115.113294,0.599685,0.200095,0.387498,1.0,,,,,,,,train
0.07680399999999998,1.250727,-80.443589,39.621174,-86.045387,0.448192,0.341945,0.407391,0.0,,,,,,,,train
0.073129,1.756102,-185.581319,83.77912499999998,-156.069957,0.508308,0.21332,0.354587,1.0,,,,,,,,train
0.123055,1.4808,-92.742667,37.742818,-103.457676,0.346116,0.293295,0.476116,0.0,,,,,,,,train
